Gene	HT-29
CHSY1	 9.500741e-02
CHSY3	 1.632394e-01
CHTF18	 3.513183e-01
CHTF8	 4.733171e-02
CHTOP	 1.083263e-01
CHUK	 1.094916e-01
CHURC1	 2.131713e-01
CIAO1	-4.738473e-01
CIAPIN1	-5.891198e-03
CIB1	 2.082698e-01
CIB2	 9.534372e-02
CIB3	 2.293938e-02
CIB4	 2.263445e-02
CIC	 2.792059e-01
CIDEA	 1.641335e-01
CIDEB	-5.620240e-02
CIDEC	 3.171417e-01
CIITA	 1.179497e-01
CILP	 1.432149e-01
CILP2	-3.687786e-01
CINP	-8.719860e-01
CIR1	 3.479540e-02
CIRBP	-1.683003e-01
CIRH1A	-9.315742e-01
CISD1	 1.363377e-01
CISD2	-1.332420e-01
CISD3	 4.644170e-02
CISH	 1.105433e-01
CIT	-6.698440e-01
CITED1	 3.004651e-01
CITED2	-1.159916e-01
CITED4	 6.007416e-02
CIZ1	 2.404417e-01
CKAP2	 4.742168e-02
CKAP2L	-3.119110e-01
CKAP4	 1.267242e-01
CKAP5	-5.258552e-01
CKB	 1.559080e-01
CKLF	-1.769141e-02
CKLF-CMTM1	 2.999055e-01
CKM	 2.202409e-02
CKMT1A	 2.264536e-01
CKMT1B	-1.312036e-01
CKMT2	 6.872614e-02
CKS1B	-5.069444e-02
CKS2	-3.555757e-01
CLASP1	-5.083794e-01
CLASP2	 6.179754e-02
CLASRP	-2.040301e-01
CLC	 2.238398e-01
CLCA1	 1.560663e-01
CLCA2	 2.627342e-01
CLCA4	 2.162674e-01
CLCC1	 1.781854e-02
CLCF1	 1.113230e-01
CLCN1	 1.437725e-01
CLCN2	 4.338512e-02
CLCN3	 2.987566e-02
CLCN4	 2.285482e-01
CLCN5	 1.206913e-01
CLCN6	 1.146623e-01
CLCN7	 4.428434e-01
CLCNKA	-3.904509e-01
CLCNKB	 2.854340e-01
CLDN1	-2.306471e-02
CLDN10	 1.967790e-02
CLDN11	 1.887081e-01
CLDN12	-6.405565e-02
CLDN14	 1.384372e-01
CLDN15	 6.524990e-02
CLDN16	 1.561569e-01
CLDN17	 2.633978e-01
CLDN18	-2.008294e-01
CLDN19	 3.000479e-01
CLDN2	 1.443299e-01
CLDN20	-2.463949e-01
CLDN22	 2.118479e-01
CLDN23	-1.173822e-01
CLDN24	 1.684833e-01
CLDN25	 8.691491e-02
CLDN3	 1.044828e-01
CLDN4	-6.442956e-02
CLDN5	 4.084733e-01
CLDN6	-9.286892e-02
CLDN7	 4.142501e-01
CLDN8	 2.620819e-01
CLDN9	-3.452457e-01
CLDND1	 1.872180e-01
CLDND2	 1.305365e-02
CLEC10A	 3.971248e-01
CLEC11A	-3.515095e-01
CLEC12A	-3.083800e-02
CLEC12B	 3.939300e-02
CLEC14A	 3.065310e-01
CLEC16A	-7.340418e-02
CLEC17A	 1.430717e-01
CLEC18A	-1.983121e-01
CLEC18B	-8.584008e-03
CLEC18C	 3.685150e-02
CLEC19A	-4.063552e-02
CLEC1A	 5.084660e-02
CLEC1B	 9.535366e-02
CLEC2A	 1.024622e-01
CLEC2B	 9.303849e-02
CLEC2D	 1.690820e-01
CLEC2L	 1.779229e-02
CLEC3A	 2.492686e-01
CLEC3B	-8.856811e-02
CLEC4A	-9.235793e-02
CLEC4C	 8.452089e-02
CLEC4D	-4.008398e-02
CLEC4E	 6.498997e-02
CLEC4F	 2.925637e-01
CLEC4G	 3.779464e-02
CLEC4M	 2.935569e-01
CLEC5A	 5.884141e-02
CLEC6A	 2.391453e-01
CLEC7A	 1.458848e-01
CLEC9A	 2.574205e-01
CLECL1	 6.446674e-02
CLGN	 1.622836e-01
CLHC1	 1.518420e-01
CLIC1	 3.592849e-01
CLIC2	 3.818345e-01
CLIC3	 2.380541e-02
CLIC4	 1.157882e-01
CLIC5	-1.117911e-01
CLIC6	 4.458482e-02
CLINT1	-1.365283e-01
CLIP1	 1.649132e-01
CLIP2	 3.553506e-02
CLIP3	 2.163633e-01
CLIP4	 1.218401e-01
CLK1	 4.803818e-02
CLK2	-8.145405e-02
CLK3	 1.064333e-02
CLK4	-7.096019e-03
CLLU1OS	 1.158657e-01
CLMN	 9.631542e-02
CLMP	-2.553255e-02
CLN3	-7.731258e-03
CLN5	 1.061346e-01
CLN6	-6.806660e-02
CLN8	-2.713408e-03
CLNK	 2.146775e-02
CLNS1A	-9.500802e-02
CLOCK	 1.050156e-01
CLP1	-2.644572e-01
CLPB	-4.029930e-02
CLPP	-2.263765e-02
CLPS	-2.182625e-01
CLPSL1	-2.920840e-01
CLPSL2	-6.380247e-02
CLPTM1	-3.951651e-02
CLPTM1L	 1.596505e-01
CLPX	-1.733233e-01
CLRN1	 1.274556e-01
CLRN2	 1.213002e-01
CLRN3	 2.106058e-01
CLSPN	 1.282473e-01
CLSTN1	 1.595059e-01
CLSTN2	 1.113527e-01
CLSTN3	-2.697208e-01
CLTA	-1.735462e-01
CLTB	 2.211646e-01
CLTC	-3.496273e-01
CLTCL1	 5.464495e-02
CLU	 2.786492e-02
CLUAP1	 1.525426e-01
CLUH	 1.402895e-01
CLUL1	-3.547265e-02
CLVS1	 2.359912e-01
CLVS2	 1.890737e-01
CLYBL	 3.505658e-01
CMA1	 1.183543e-01
CMAS	 1.403272e-01
CMBL	 2.796812e-01
CMC1	-9.471328e-03
CMC2	 1.551344e-01
CMC4	 3.219914e-01
CMIP	 6.534583e-02
CMKLR1	 1.509001e-01
CMPK1	-1.049982e+00
CMPK2	 2.654151e-01
CMSS1	 9.078086e-02
CMTM1	 7.941278e-02
CMTM2	 1.491108e-01
CMTM3	-3.873040e-02
CMTM4	-3.816925e-02
CMTM5	 7.472695e-02
CMTM6	-1.038307e-01
CMTM7	-1.095893e-01
CMTM8	-7.950343e-02
CMTR1	-6.033921e-01
CMTR2	-3.033903e-01
CMYA5	 5.498685e-02
CNBD1	 5.497917e-02
CNBD2	 1.151666e-01
CNBP	-5.541063e-02
CNDP1	 2.969184e-02
CNDP2	 1.084249e-01
CNEP1R1	-2.096722e-02
CNFN	-2.685626e-02
CNGA1	 2.307812e-01
CNGA2	-1.522721e-01
CNGA3	 9.951396e-02
CNGA4	 5.865789e-02
CNGB1	 5.792407e-02
CNGB3	 4.225863e-02
CNIH	-1.830409e-02
CNIH1	 7.661958e-02
CNIH2	-6.539790e-02
CNIH3	-3.000466e-02
CNIH4	-5.791756e-02
CNKSR1	 1.411288e-01
CNKSR2	-5.166031e-02
CNKSR3	 2.522050e-01
CNN1	 1.771279e-01
CNN2	 2.929923e-01
CNN3	 1.337117e-01
CNNM1	 1.162036e-01
CNNM2	 1.681844e-01
CNNM3	 2.007347e-01
CNNM4	 2.527672e-02
CNOT1	 2.905117e-01
CNOT10	-3.221852e-01
CNOT11	 4.584882e-03
CNOT2	-4.945793e-01
CNOT3	-2.036360e-01
CNOT4	-3.818162e-02
CNOT6	 1.520151e-01
CNOT6L	 1.301715e-01
CNOT7	-3.804152e-02
CNOT8	 7.677585e-02
CNP	 2.927988e-02
CNPPD1	 7.534211e-03
CNPY1	 6.202657e-02
CNPY2	-3.279289e-01
CNPY3	 2.047134e-01
CNPY4	-1.441171e-01
CNR1	-4.181651e-02
CNR2	 1.007776e-01
CNRIP1	 5.211990e-02
CNST	 3.489760e-02
CNTD1	 2.394607e-01
CNTD2	-3.063756e-01
CNTF	-4.805028e-02
CNTFR	-7.551840e-02
CNTLN	 1.210960e-02
CNTN1	-2.861481e-02
CNTN2	 5.947504e-04
CNTN3	 1.480859e-01
CNTN4	 2.715491e-01
CNTN5	 8.210440e-03
CNTN6	 4.580834e-02
CNTNAP1	-9.038440e-03
CNTNAP2	 1.260154e-01
CNTNAP3	-9.752771e-02
CNTNAP3B	 2.734672e-01
CNTNAP4	 2.976278e-01
CNTNAP5	 7.708583e-02
CNTRL	 3.523307e-03
CNTROB	-6.471402e-03
COA1	 1.897266e-01
COA3	-9.224598e-02
COA4	-1.501551e-01
COA5	-4.298642e-01
COA6	 4.723767e-02
COASY	-6.019226e-01
COBL	 1.818700e-01
COBLL1	 1.988446e-03
COCH	 2.808605e-01
COG1	-5.674522e-01
COG2	-5.244739e-01
COG3	-8.717699e-01
COG4	-1.193839e+00
COG5	-6.995827e-02
COG6	-1.566790e-01
COG7	 2.621084e-02
COG8	-3.640018e-01
COIL	 9.838474e-02
COL10A1	 2.420399e-01
COL11A1	 9.059250e-02
COL11A2	 2.561871e-02
COL12A1	 1.759791e-01
COL13A1	 1.287593e-01
COL14A1	 3.429000e-01
COL15A1	 5.878862e-03
COL16A1	 2.860206e-01
COL17A1	-4.161600e-01
COL18A1	 3.144217e-02
COL19A1	 1.985399e-01
COL1A1	 1.122427e-01
COL1A2	 1.792746e-01
COL20A1	 1.379377e-01
COL21A1	 2.470003e-01
COL22A1	 3.696764e-02
COL23A1	 1.803215e-01
COL24A1	 3.086219e-01
COL25A1	 1.168321e-02
COL27A1	 3.119946e-01
COL28A1	 1.632165e-01
COL2A1	 2.805178e-01
COL3A1	 8.738466e-02
COL4A1	 2.031207e-01
COL4A2	-4.704057e-02
COL4A3	-1.033117e-01
COL4A3BP	 1.169548e-01
COL4A4	 4.306413e-02
COL4A5	 1.397887e-01
COL4A6	 5.472557e-02
COL5A1	 1.591660e-01
COL5A2	 1.628494e-01
COL5A3	 1.875165e-01
COL6A1	-8.264732e-01
COL6A2	 1.884974e-01
COL6A3	 1.667564e-01
COL6A5	 1.486802e-01
COL6A6	 2.008156e-01
COL7A1	 1.017602e-02
COL8A1	 3.569089e-02
COL8A2	 3.257039e-02
COL9A1	 3.167619e-01
COL9A2	 2.474529e-01
COL9A3	-1.449997e-01
COLCA2	-6.275592e-03
COLEC10	 1.062630e-01
COLEC11	-1.199508e-01
COLEC12	 1.994083e-01
COLGALT1	 6.325613e-03
COLGALT2	 8.461425e-02
COLQ	 2.257428e-01
COMMD1	 8.745505e-03
COMMD10	-7.959264e-02
COMMD2	 5.603311e-02
COMMD3	 7.092886e-02
COMMD3-BMI1	-1.114483e-01
COMMD4	 1.098750e-01
COMMD5	 3.733287e-02
COMMD6	 8.656039e-02
COMMD7	-7.737021e-03
COMMD8	 1.644918e-01
COMMD9	-4.152105e-02
COMP	 2.547578e-01
COMT	-1.326649e-01
COMTD1	-4.027319e-03
COPA	-1.689119e+00
COPB1	-6.975525e-01
COPB2	-1.054943e+00
COPE	-1.275840e+00
COPG1	-4.475081e-01
COPG2	 1.548448e-01
COPRS	-3.917913e-02
COPS2	-2.317903e-01
COPS3	-2.164250e-01
COPS4	-9.068896e-01
COPS5	-7.414358e-01
COPS6	-9.193024e-01
COPS7A	 1.486485e-01
COPS7B	 1.310062e-01
COPS8	-5.009914e-01
COPZ1	-4.641999e-01
COPZ2	 2.377948e-01
COQ10A	 3.580822e-02
COQ10B	 7.536011e-01
COQ2	-1.974858e-01
COQ3	 1.330103e-02
COQ4	-3.134582e-01
COQ5	-9.151676e-02
COQ6	-2.705242e-01
COQ7	 2.291971e-01
COQ9	-2.730728e-02
CORIN	-2.575950e-02
CORO1A	-3.888828e-02
CORO1B	 1.411764e-01
CORO1C	 5.191104e-02
CORO2A	 1.822201e-02
CORO2B	 1.374010e-01
CORO6	-1.674636e-01
CORO7	 1.966025e-01
CORO7-PAM16	 1.864740e-03
CORT	 4.938966e-02
COTL1	 2.098156e-02
COX10	-3.957477e-01
COX11	-1.619473e-01
COX14	 2.987334e-02
COX15	-3.444234e-01
COX16	-1.333327e-01
COX17	-5.196317e-01
COX18	-3.247357e-02
COX19	 1.112460e-01
COX20	 4.889423e-03
COX4I1	-1.992849e-01
COX4I2	-1.192485e-01
COX5A	-2.682921e-01
COX5B	-2.385200e-02
COX6A1	-1.657952e-01
COX6A2	 5.751166e-03
COX6B1	-1.292346e-01
COX6B2	-7.843961e-02
COX6C	-3.530679e-01
COX7A1	 2.194022e-01
COX7A2	-2.071248e-01
COX7A2L	-5.808680e-02
COX7B	-3.561309e-01
COX7B2	 1.731398e-01
COX7C	-3.051923e-01
COX8A	-6.376167e-02
COX8C	 1.386284e-02
CP	 1.213013e-02
CPA1	-8.907655e-02
CPA2	 4.449669e-02
CPA3	 5.573948e-02
CPA4	-2.598764e-02
CPA5	 1.397045e-01
CPA6	 1.231353e-01
CPAMD8	 4.773905e-03
CPB1	-1.605016e-01
CPB2	 2.182484e-01
CPD	-1.286640e-01
CPE	 1.335866e-01
CPEB1	 1.945637e-01
CPEB2	-4.523203e-02
CPEB3	 1.565820e-01
CPEB4	 8.009887e-02
CPED1	 1.968102e-01
CPLX1	 2.985118e-01
CPLX2	-8.988073e-02
CPLX3	 1.611240e-02
CPLX4	 1.987151e-01
CPM	 2.872344e-01
CPN1	 1.509642e-01
CPN2	-3.639047e-02
CPNE1	 2.820704e-01
CPNE2	-1.106030e-01
CPNE3	-1.792871e-01
CPNE4	 3.536315e-01
CPNE5	 7.323823e-02
CPNE6	-4.109360e-02
CPNE7	-2.173363e-02
CPNE8	 3.589085e-01
CPNE9	 5.182983e-02
CPO	-1.194637e-01
CPOX	-2.063236e-01
CPPED1	 4.787975e-02
CPQ	-2.102753e-02
CPS1	 2.265080e-01
CPSF1	-5.526860e-01
CPSF2	-1.441958e+00
CPSF3	-1.688015e+00
CPSF3L	-2.956856e-01
CPSF4	-5.890678e-01
CPSF4L	 1.477181e-01
CPSF6	-5.604889e-01
CPSF7	 1.824436e-01
CPT1A	 3.256846e-02
CPT1B	-3.810029e-02
CPT1C	-3.732094e-01
CPT2	 2.584198e-01
CPVL	 9.124379e-02
CPXCR1	-5.112876e-02
CPXM1	-6.324345e-02
CPXM2	 1.251436e-02
CPZ	 9.627061e-02
CR1	 2.524904e-01
CR1L	 2.733895e-01
CR2	 1.757185e-01
CRABP1	 9.065615e-02
CRABP2	 1.011713e-01
CRADD	 1.818811e-01
CRAMP1L	 1.483189e-01
CRAT	 8.709612e-02
CRB1	 2.894393e-02
CRB2	 1.153647e-01
CRB3	-1.139292e-03
CRBN	-2.859324e-01
CRCP	-1.745444e+00
CRCT1	 2.287066e-01
CREB1	 1.139052e-01
CREB3	 1.241755e-01
CREB3L1	 1.580940e-01
CREB3L2	 1.074550e-01
CREB3L3	 9.024399e-02
CREB3L4	 1.457429e-01
CREB5	 2.398591e-01
CREBBP	-2.266864e-02
CREBL2	 3.300655e-02
CREBRF	 2.706884e-01
CREBZF	-1.294740e-01
CREG1	-1.878929e-02
CREG2	-8.032401e-02
CRELD1	 2.079528e-01
CRELD2	 1.215476e-01
CREM	 1.908761e-01
CRH	 2.786587e-02
CRHBP	 1.567103e-01
CRHR1	 1.342267e-01
CRHR2	 6.894010e-02
CRIM1	 1.227043e-01
CRIP1	 4.601764e-01
CRIP2	 2.719345e-01
CRIP3	 1.508106e-01
CRIPAK	-1.390507e-01
CRIPT	-1.341276e-02
CRISP1	-6.649774e-02
CRISP2	 6.689302e-02
CRISP3	 1.788545e-01
CRISPLD1	 6.038957e-02
CRISPLD2	-2.179057e-02
CRK	 1.815984e-01
CRKL	-5.187496e-01
CRLF1	 9.673203e-02
CRLF2_X	-3.866869e-02
CRLF3	-6.394101e-02
CRLS1	-3.905259e-01
CRMP1	 1.750165e-01
CRNKL1	-8.377258e-01
CRNN	 3.079643e-01
CROCC	-1.547349e-01
CROT	 1.039097e-01
CRP	 1.884339e-01
CRTAC1	 1.100393e-01
CRTAM	 8.391740e-02
CRTAP	 1.165556e-01
CRTC1	-4.480206e-02
CRTC2	 1.471340e-01
CRTC3	 2.605994e-01
CRX	-4.977111e-02
CRY1	 1.458742e-01
CRY2	 8.072573e-02
CRYAA	 4.496505e-02
CRYAB	 1.268751e-01
CRYBA1	-1.593563e-02
CRYBA2	 1.890348e-01
CRYBA4	-6.247782e-02
CRYBB1	 2.136814e-01
CRYBB2	 1.568173e-02
CRYBB3	 7.904582e-02
CRYGA	-1.473811e-01
CRYGB	-1.116168e-01
CRYGC	-2.313973e-03
CRYGD	 1.575817e-01
CRYGN	 9.038039e-03
CRYGS	 1.491471e-01
CRYL1	 4.460013e-02
CRYM	 1.399974e-01
CRYZ	 2.828005e-01
CRYZL1	 5.006179e-03
CS	-9.024826e-03
CSAD	 1.030953e-01
CSAG1	 4.153678e-02
CSB-PGBD3	-2.032772e-01
CSDC2	 1.390734e-01
CSDE1	-8.012167e-02
CSE1L	-3.592727e-01
CSF1	 2.266668e-01
CSF1R	 2.105521e-02
CSF2	-4.858719e-02
CSF2RA_X	 6.697456e-02
CSF2RB	-6.796487e-02
CSF3	-1.675590e-01
CSF3R	-4.227621e-02
CSGALNACT1	 9.610963e-02
CSGALNACT2	 4.562067e-02
CSH1	 4.613176e-03
CSH2	 2.607725e-01
CSHL1	 1.839499e-01
CSK	-1.189262e-01
CSMD1	-2.492070e-02
CSMD2	 1.657681e-01
CSMD3	 2.755702e-01
CSN1S1	 2.122661e-02
CSN2	-7.098502e-02
CSN3	 2.812994e-03
CSNK1A1	-1.068589e+00
CSNK1A1L	-2.163881e-03
CSNK1D	 1.017496e-01
CSNK1E	-1.499679e-01
CSNK1G1	 1.456305e-01
CSNK1G2	 4.696101e-02
CSNK1G3	 1.480208e-01
CSNK2A1	-2.246268e-01
CSNK2A2	 6.913203e-02
CSNK2A3	-8.866475e-02
CSNK2B	-8.361709e-01
CSPG4	-1.788069e-01
CSPG5	-3.264599e-02
CSPP1	-1.669762e-01
CSRNP1	-2.066010e-01
CSRNP2	 1.351332e-01
CSRNP3	-1.067226e-01
CSRP1	 1.944385e-01
CSRP2	 1.504290e-01
CSRP2BP	-1.310611e-01
CSRP3	-3.074295e-02
CST1	 1.677007e-02
CST11	 3.642566e-02
CST2	 3.755516e-02
CST3	 1.301998e-01
CST4	 1.263725e-01
CST5	 2.413067e-01
CST6	 1.310512e-01
CST7	-1.042027e-01
CST8	 7.589161e-02
CST9	 1.363836e-02
CST9L	 2.254624e-01
CSTA	 1.948400e-01
CSTB	 7.288848e-02
CSTF1	-7.111430e-01
CSTF2	-5.410476e-02
CSTF2T	 1.084404e-01
CSTF3	-8.746405e-01
CSTL1	 5.402541e-02
CT45A1	-4.201207e-01
CT45A2	-8.838491e-01
CT45A4	-3.197905e-01
CT45A5	 1.906837e-01
CT47A1	-1.049894e-01
CT47B1	 9.244186e-02
CT62	 6.322570e-02
CTAG1A	-3.472004e-01
CTAG1B	-4.612938e-01
CTAG2	-1.382352e-01
CTAGE1	 2.431832e-01
CTAGE15	-1.238303e+00
CTAGE4	-9.947595e-01
CTAGE5	 2.359713e-01
CTAGE6	-3.481781e-01
CTAGE9	-9.017215e-01
CTBP1	 7.883853e-02
CTBP2	-8.389816e-02
CTBS	 2.901784e-01
CTC1	 4.532500e-03
CTCF	-7.616457e-01
CTCFL	-7.431268e-02
CTDNEP1	 1.071019e-01
CTDP1	-2.187523e+00
CTDSP1	-2.183972e-01
CTDSP2	 1.756037e-01
CTDSPL	-2.465904e-02
CTDSPL2	-9.759853e-02
CTF1	-1.051342e-01
CTGF	 1.201259e-02
CTH	 2.262002e-01
CTHRC1	 7.520803e-02
CTIF	 1.117587e-01
CTLA4	-8.011587e-02
CTNNA1	 3.879250e-01
CTNNA2	 1.881416e-01
CTNNA3	 1.973606e-01
CTNNAL1	 1.133063e-01
CTNNB1	-2.314522e-01
CTNNBIP1	 1.032470e-01
CTNNBL1	-6.320776e-01
CTNND1	-1.186394e-01
CTNND2	 1.104270e-01
CTNS	 2.300284e-01
CTPS1	-3.917636e-02
CTPS2	 1.020185e-01
CTR9	-1.999378e-01
CTRB1	-2.215979e-01
CTRB2	 2.376496e-01
CTRC	 1.267128e-01
CTRL	 1.840756e-01
CTSA	 1.414436e-01
CTSB	-1.038739e-01
CTSC	 1.509848e-01
CTSD	 1.041347e-01
CTSE	 9.996130e-02
CTSF	-9.814578e-03
CTSG	-3.152495e-02
CTSH	 1.692402e-02
CTSK	-2.872427e-01
CTSL	 2.829035e-01
CTSL1	 2.239764e-01
CTSL2	 6.216497e-02
CTSO	 1.385468e-01
CTSS	 8.334564e-02
CTSV	-8.441926e-02
CTSW	 2.120385e-01
CTSZ	 1.160849e-02
CTTN	 1.552738e-01
CTTNBP2	-2.221306e-02
CTTNBP2NL	 1.110116e-01
CTU1	-6.512318e-01
CTU2	-4.997906e-01
CTXN1	 2.135388e-01
CTXN2	 5.971921e-03
CTXN3	 2.067092e-01
CUBN	 2.424827e-01
CUEDC1	-2.453376e-01
CUEDC2	 4.767966e-02
CUL1	-3.821806e-01
CUL2	-4.501673e-01
CUL3	-7.053211e-01
CUL4A	 2.674463e-01
CUL4B	 1.286185e-01
CUL5	 1.201987e-01
CUL7	 2.118529e-01
CUL9	-5.152191e-02
CUTA	 6.032001e-02
CUTC	 1.835435e-01
CUX1	 6.814910e-02
CUX2	 3.561502e-01
CUZD1	 1.935971e-01
CWC15	-7.716185e-01
CWC22	-6.887104e-01
CWC25	-9.502941e-02
CWC27	 4.043704e-01
CWF19L1	-7.522618e-02
CWF19L2	-6.093708e-01
CWH43	-1.140265e-02
CX3CL1	-2.493396e-01
CX3CR1	 2.051406e-01
CXADR	 8.139660e-03
CXCL1	-1.068319e-01
CXCL10	 1.900873e-01
CXCL11	 1.378259e-01
CXCL12	 1.409551e-01
CXCL13	 3.622072e-02
CXCL14	 8.277075e-02
CXCL16	 1.252130e-01
CXCL17	-9.806594e-02
CXCL2	 1.493659e-01
CXCL3	 2.491916e-01
CXCL5	-4.378501e-02
CXCL6	 1.046598e-01
CXCL9	 7.387197e-02
CXCR1	 6.983196e-02
CXCR2	 4.713482e-02
CXCR3	 1.571657e-01
CXCR4	 1.227043e-02
CXCR5	-5.475300e-02
CXCR6	 3.106111e-02
CXCR7	-7.574224e-02
CXorf21	 9.769565e-02
CXorf22	 1.707190e-01
CXorf23	 1.489624e-01
CXorf27	 2.436285e-01
CXorf30	 8.844561e-02
CXorf36	-9.194211e-02
CXorf38	-5.243870e-02
CXorf40A	-2.200226e-01
CXorf40B	-7.254415e-02
CXorf48	 7.589264e-02
CXorf49	-2.487988e-01
CXorf51A	-1.399065e-01
CXorf51B	-7.249315e-01
CXorf56	-1.858754e-01
CXorf57	-6.428734e-02
CXorf58	 2.340982e-01
CXorf61	 2.456199e-01
CXorf64	-2.301211e-02
CXorf65	 1.205743e-01
CXorf66	 2.955470e-02
CXXC1	-2.175678e-01
CXXC11	-4.403638e-02
CXXC4	 1.211324e-01
CXXC5	 1.648551e-01
CYB561	 1.790151e-01
CYB561A3	 3.257754e-01
CYB561D1	 9.945319e-03
CYB561D2	-1.766310e-03
CYB5A	 1.068069e-01
CYB5B	 7.351462e-02
CYB5D1	-4.915799e-02
CYB5D2	 4.708942e-02
CYB5R1	 4.724157e-02
CYB5R2	 7.392122e-02
CYB5R3	-1.288939e-01
CYB5R4	-6.067983e-01
CYB5RL	 7.418599e-02
CYBA	 3.132480e-02
CYBB	 2.894409e-01
CYBRD1	-1.331173e-01
CYC1	 7.496764e-02
CYCS	-7.328174e-01
CYFIP1	-5.600486e-01
CYFIP2	-7.353658e-02
CYGB	 2.899383e-01
CYHR1	 1.850586e-01
CYLC1	 2.657323e-01
CYLC2	-3.182332e-02
CYLD	-7.780259e-02
CYP11A1	 8.052229e-03
CYP11B1	 2.438134e-01
CYP11B2	 2.020593e-01
CYP17A1	 1.381194e-01
CYP19A1	 1.697672e-01
CYP1A1	-1.253620e-02
CYP1A2	 1.214142e-01
CYP1B1	 2.987054e-01
CYP20A1	 3.576088e-01
CYP21A2	 1.870663e-01
CYP24A1	 5.246530e-02
CYP26A1	 4.014768e-02
CYP26B1	 1.046585e-01
CYP26C1	-2.338093e-02
CYP27A1	-6.642990e-02
CYP27B1	-2.829257e-02
CYP27C1	-8.471787e-02
CYP2A13	-3.809338e-02
CYP2A6	 1.975210e-01
CYP2A7	-7.717666e-02
CYP2B6	 3.881584e-02
CYP2C18	 1.155541e-01
CYP2C19	 2.676204e-02
CYP2C8	 2.775172e-01
CYP2C9	 3.633060e-01
CYP2D6	 2.332220e-01
CYP2E1	 2.825989e-01
CYP2F1	 1.447148e-01
CYP2J2	 2.631455e-01
CYP2R1	-6.741581e-02
CYP2S1	-1.295647e-03
CYP2U1	 7.513060e-03
CYP2W1	-9.764313e-02
CYP39A1	 1.921608e-01
CYP3A4	 3.894767e-01
CYP3A43	 1.554187e-01
CYP3A5	 4.901983e-02
CYP3A7	 3.166914e-02
CYP3A7-CYP3AP1	 1.397558e-01
CYP46A1	 4.431715e-01
CYP4A11	 3.416935e-01
CYP4A22	 2.907480e-01
CYP4B1	-2.341588e-01
CYP4F11	 1.646615e-01
CYP4F12	 2.618423e-01
CYP4F2	-8.098697e-02
CYP4F22	 2.546262e-01
CYP4F3	 4.839955e-02
CYP4F8	 3.919795e-01
CYP4V2	 2.048975e-01
CYP4X1	-1.565067e-01
CYP4Z1	 2.682244e-01
CYP51A1	 1.981560e-01
CYP7A1	-4.857923e-02
CYP7B1	 3.574913e-02
CYP8B1	-1.284912e-01
CYR61	 2.462241e-01
CYS1	 1.621218e-01
CYSLTR1	 1.268449e-01
CYSLTR2	 8.602781e-02
CYSTM1	 2.735799e-01
CYTH1	 2.438999e-01
CYTH2	 2.516675e-01
CYTH3	 2.428353e-02
CYTH4	 1.656707e-01
CYTIP	 1.310055e-01
CYTL1	-3.607165e-02
CYYR1	 2.920757e-01
D2HGDH	-3.186315e-02
DAAM1	 3.876532e-01
DAAM2	-2.254753e-03
DAB1	 2.133297e-01
DAB2	 2.646910e-01
DAB2IP	 1.135264e-01
DACH1	 1.865775e-01
DACH2	 1.233055e-01
DACT1	 2.034342e-01
DACT2	 1.304797e-01
DACT3	 2.427155e-03
DAD1	-1.046904e+00
DAG1	 1.063106e-01
DAGLA	 1.081682e-01
DAGLB	 9.070609e-02
DAK	 2.612990e-01
DALRD3	-3.144834e-02
DAND5	-6.984656e-02
DAO	 1.730012e-01
DAOA	 2.590970e-03
DAP	 1.068050e-01
DAP3	-6.859089e-01
DAPK1	 1.056729e-01
DAPK2	-1.738751e-02
DAPK3	-4.355109e-02
DAPL1	 4.988088e-02
DAPP1	 1.280169e-01
DARC	-5.272511e-02
DARS	-1.251854e+00
DARS2	-2.710470e-01
DAW1	 2.307389e-01
DAXX	 1.767309e-01
DAZ1	-4.739288e-02
DAZAP1	 2.186085e-01
DAZAP2	-1.390352e-02
DAZL	-4.743181e-02
DBC1	 1.614001e-03
DBF4	-7.081243e-01
DBF4B	 1.435688e-01
DBH	 1.359145e-01
DBI	-2.708963e-01
DBN1	 1.758068e-01
DBNDD1	-9.659505e-03
DBNDD2	 4.488207e-02
DBNL	 1.341597e-01
DBP	 3.367741e-02
DBR1	-1.440464e+00
DBT	 3.195459e-01
DBX2	 1.557255e-01
DCAF10	 1.787267e-01
DCAF11	 7.394265e-03
DCAF12	-4.000038e-02
DCAF12L1	-1.105997e-02
DCAF12L2	 8.437360e-02
DCAF13	-1.044398e+00
DCAF15	 2.030203e-01
DCAF16	-1.411944e-01
DCAF17	-2.249783e-02
DCAF4	 8.846153e-02
DCAF4L1	-1.085919e-02
DCAF4L2	-2.581568e-01
DCAF5	-1.801051e-03
DCAF6	 1.357392e-01
DCAF7	-3.957777e-01
DCAF8	-1.249955e-01
DCAF8L1	 1.296191e-01
DCAF8L2	 3.021011e-01
DCAKD	-1.453521e-01
DCBLD1	-1.923313e-02
DCBLD2	 1.808516e-01
DCC	 1.363548e-01
DCD	 8.088077e-02
DCDC1	 1.763498e-01
DCDC2	 1.160748e-01
DCDC2B	 2.256064e-01
DCHS1	-1.874134e-02
DCHS2	 2.325897e-02
DCK	 1.421805e-01
DCLK1	 1.110926e-01
DCLK2	 9.634422e-03
DCLK3	-7.136757e-03
DCLRE1A	 1.924820e-01
DCLRE1B	-2.648715e-01
DCLRE1C	 2.427053e-01
