Gene	HT-29
DLG5	-2.971813e-01
DLGAP1	 3.647996e-01
DLGAP2	 2.637570e-01
DLGAP3	 4.016074e-01
DLGAP4	 4.645520e-01
DLGAP5	 5.249485e-01
DLK1	 2.409581e-01
DLK2	-1.510845e-02
DLL1	 2.612479e-01
DLL3	 3.112536e-01
DLL4	-1.798596e-01
DLST	-5.520064e-01
DLX1	 3.990378e-02
DLX2	 2.927572e-02
DLX3	 4.402616e-02
DLX4	 2.797730e-01
DLX5	-1.605385e-01
DLX6	 2.407076e-01
DMAC1	-7.246784e-01
DMAC2	 1.264240e-01
DMAC2L	 3.779801e-02
DMAP1	-2.155278e+00
DMBT1	 1.136071e-01
DMBX1	 3.596816e-01
DMC1	 5.030083e-01
DMD	 4.804846e-02
DMGDH	 3.553300e-02
DMKN	 2.523859e-01
DMP1	 2.722061e-01
DMPK	-1.740844e-01
DMRT1	 1.302061e-01
DMRT2	 3.533806e-01
DMRT3	 2.196155e-01
DMRTA1	 2.101433e-01
DMRTA2	 3.144930e-01
DMRTB1	 1.952645e-01
DMRTC1	-7.609844e-01
DMRTC1B	-3.257333e-01
DMRTC2	 2.020118e-01
DMTF1	 1.683131e-01
DMTN	 1.259836e-01
DMWD	 2.464376e-01
DMXL1	 9.183055e-02
DMXL2	 3.713857e-01
DNA2	-1.926904e-01
DNAAF1	 3.089370e-01
DNAAF2	 1.446406e-01
DNAAF3	 1.671353e-01
DNAAF4	 1.737511e-01
DNAAF5	 9.718062e-02
DNAH1	 1.714145e-01
DNAH10	-2.327152e-01
DNAH10OS	 9.709105e-02
DNAH11	 1.356827e-01
DNAH12	 4.301931e-01
DNAH14	 4.750120e-01
DNAH17	 5.713146e-01
DNAH2	 3.180927e-01
DNAH3	 8.484975e-02
DNAH5	-1.467713e-02
DNAH6	 2.180129e-01
DNAH7	 2.807405e-02
DNAH8	 4.515368e-01
DNAH9	 4.577418e-01
DNAI1	-1.785102e-03
DNAI2	 3.724538e-01
DNAJA1	-2.831098e-01
DNAJA2	 4.994343e-02
DNAJA3	-8.086813e-01
DNAJA4	 3.265948e-01
DNAJB1	 4.529309e-01
DNAJB11	-2.994314e-02
DNAJB12	 3.032666e-01
DNAJB13	 3.224837e-01
DNAJB14	 3.144827e-01
DNAJB2	-2.481464e-01
DNAJB4	 2.312533e-01
DNAJB5	-4.772388e-03
DNAJB6	-2.343831e-01
DNAJB7	 6.193086e-01
DNAJB8	 2.160958e-01
DNAJB9	 4.844105e-01
DNAJC1	 2.851625e-01
DNAJC10	-1.882033e-01
DNAJC11	-1.228421e+00
DNAJC12	 2.359175e-01
DNAJC13	 2.851831e-01
DNAJC14	 3.875352e-01
DNAJC15	 6.495569e-02
DNAJC16	 1.376921e-01
DNAJC17	-2.342302e+00
DNAJC18	 1.941475e-01
DNAJC19	 2.915109e-01
DNAJC2	-6.508020e-03
DNAJC21	 1.096736e-01
DNAJC22	 4.345087e-01
DNAJC24	 1.185476e-01
DNAJC25	 1.634920e-01
DNAJC27	 3.885683e-01
DNAJC28	-2.692261e-01
DNAJC3	-9.131555e-02
DNAJC30	-5.726002e-02
DNAJC4	 1.400819e-01
DNAJC5	 4.087338e-01
DNAJC5B	 2.347880e-02
DNAJC5G	 4.081961e-01
DNAJC6	 1.867490e-01
DNAJC7	 3.665090e-01
DNAJC8	-8.287055e-01
DNAJC9	 1.066350e-01
DNAL1	 4.454469e-01
DNAL4	 1.153723e-01
DNALI1	-5.043022e-02
DNASE1	 2.104433e-01
DNASE1L1	-8.599717e-02
DNASE1L2	 2.286426e-01
DNASE1L3	 1.622518e-01
DNASE2	 7.286796e-04
DNASE2B	 3.345541e-01
DND1	 1.823437e+00
DNER	 2.512813e-01
DNHD1	 2.907487e-01
DNLZ	-5.384296e-01
DNM1	 3.121703e-01
DNM1L	-6.373238e-01
DNM2	-1.212898e+00
DNM3	 8.421402e-02
DNMBP	 7.194773e-02
DNMT1	-2.085211e+00
DNMT3A	 2.438382e-01
DNMT3B	 1.017360e-01
DNMT3L	 2.421262e-01
DNPEP	 1.925325e-01
DNPH1	 9.061059e-02
DNTT	 1.346145e-02
DNTTIP1	 1.987642e-01
DNTTIP2	-1.614086e-01
DOC2A	 3.220702e-01
DOC2B	-1.440556e-01
DOCK1	-4.035763e-02
DOCK10	 3.886782e-01
DOCK11	 1.177206e-01
DOCK2	 4.104059e-01
DOCK3	-3.594780e-02
DOCK4	-2.592646e-01
DOCK5	 3.526393e-02
DOCK6	 5.164800e-02
DOCK7	 4.951226e-01
DOCK8	-3.009176e-01
DOCK9	 7.129964e-02
DOHH	-5.519881e-01
DOK1	-1.371954e-01
DOK2	 3.755195e-01
DOK3	 1.208289e-01
DOK4	 4.587839e-01
DOK5	 2.146996e-01
DOK6	 4.345970e-01
DOK7	 1.524116e-01
DOLK	 2.050450e-01
DOLPP1	 2.105914e-01
DONSON	-3.140207e+00
DOP1A	 1.544784e-01
DOP1B	 2.038130e-01
DOT1L	-1.560485e-01
DPAGT1	-1.223236e+00
DPCD	 1.626279e-01
DPEP1	 2.810391e-02
DPEP2	 3.256501e-01
DPEP3	 1.756135e-01
DPF1	 1.465356e-01
DPF2	-1.029271e-01
DPF3	 4.647299e-01
DPH1	-1.560686e-01
DPH2	-5.134745e-02
DPH3	-7.459111e-01
DPH5	 3.297174e-02
DPH6	 1.098147e-02
DPH7	 3.819577e-01
DPM1	 2.930256e-01
DPM2	-5.504883e-02
DPM3	-3.097382e-01
DPP10	 3.060059e-01
DPP3	 8.317468e-02
DPP4	 2.524729e-01
DPP6	 3.240865e-01
DPP7	 1.315219e-01
DPP8	 7.446443e-02
DPP9	 5.615068e-01
DPPA2	-8.217515e-02
DPPA3	 7.873278e-02
DPPA4	 9.946110e-02
DPPA5	 2.979210e-01
DPRX	 1.499414e-01
DPT	 1.435969e-01
DPY19L1	 1.875483e-01
DPY19L2	-2.120854e-01
DPY19L3	 3.323983e-01
DPY19L4	 2.606736e-01
DPY30	-7.241598e-02
DPYD	 3.206697e-01
DPYS	 4.278203e-01
DPYSL2	 3.383106e-01
DPYSL3	 5.965089e-01
DPYSL4	 5.983998e-02
DPYSL5	 3.710548e-01
DQX1	 1.858181e-01
DR1	-5.138920e-01
DRAM1	 1.398544e-01
DRAM2	 8.403071e-02
DRAP1	 9.593835e-02
DRAXIN	 8.279184e-02
DRC1	 2.674006e-02
DRC3	 1.359455e-01
DRC7	 5.583496e-01
DRD1	 2.545668e-01
DRD2	 3.284628e-01
DRD3	 1.455004e-02
DRD4	-7.716687e-02
DRD5	 9.698701e-02
DRG1	 3.311245e-01
DRG2	 2.158283e-01
DRGX	-3.026471e-01
DRICH1	 7.365714e-01
DROSHA	-1.985419e-01
DRP2	-2.709283e-02
DSC1	 1.563095e-01
DSC2	 2.958909e-01
DSC3	 3.058230e-01
DSCAM	 5.998890e-02
DSCAML1	 1.411016e-01
DSCC1	 5.395628e-01
DSE	 2.284795e-01
DSEL	 9.868161e-02
DSG1	 3.931291e-02
DSG2	 2.410541e-01
DSG3	 2.208164e-01
DSG4	 1.740472e-01
DSN1	-1.476783e+00
DSP	 4.320102e-02
DSPP	 4.127775e-01
DST	 6.588828e-02
DSTN	 4.216755e-01
DSTYK	 2.080597e-01
DTD1	-4.457027e-03
DTD2	 3.941673e-01
DTHD1	-4.435891e-02
DTL	-2.816643e+00
DTNA	-2.143305e-01
DTNB	 2.987324e-01
DTNBP1	-1.894897e-01
DTWD1	 7.024484e-01
DTWD2	 2.408305e-01
DTX1	 2.360516e-02
DTX2	 3.098226e-01
DTX3	 1.540570e-01
DTX3L	 2.799619e-02
DTX4	 3.163525e-01
DTYMK	-1.772032e+00
DUOX1	 3.235699e-01
DUOX2	-2.361882e-03
DUOXA1	 2.210109e-01
DUOXA2	-1.116006e-01
DUPD1	-1.527931e-01
DUS1L	 4.557102e-02
DUS2	 3.489730e-01
DUS3L	 3.879654e-01
DUS4L	 1.945628e-01
DUSP1	 1.552833e-01
DUSP10	 2.808111e-01
DUSP11	 1.828038e-01
DUSP12	 1.287054e-02
DUSP13	 5.386672e-02
DUSP14	 2.863810e-01
DUSP15	 1.784567e-01
DUSP16	 5.715519e-02
DUSP18	 1.825957e-01
DUSP19	 1.574782e-02
DUSP2	-2.874469e-02
DUSP21	 1.538065e-01
DUSP22	 3.415133e-01
DUSP23	 1.023377e-01
DUSP26	-3.422482e-02
DUSP27	 1.457568e-01
DUSP28	 3.432809e-02
DUSP3	 3.235661e-01
DUSP4	 1.538256e-01
DUSP5	 4.895940e-02
DUSP6	 1.565640e-01
DUSP7	 2.737807e-01
DUSP8	 6.065548e-02
DUSP9	-2.554886e-01
DUT	-3.618777e+00
DUXA	-2.836277e-01
DVL1	-7.171574e-02
DVL2	 3.562973e-01
DVL3	 7.184429e-05
DXO	-5.699404e-02
DYDC1	-2.595107e-01
DYDC2	 2.467471e-01
DYM	 2.855979e-01
DYNAP	 3.898977e-01
DYNC1H1	-4.360683e+00
DYNC1I1	 2.551919e-01
DYNC1I2	-3.059832e+00
DYNC1LI1	 4.764066e-02
DYNC1LI2	 4.393730e-02
DYNC2H1	-6.977557e-03
DYNC2LI1	 2.380508e-01
DYNLL1	 2.761958e-02
DYNLL2	 2.128359e-01
DYNLRB1	-4.014500e+00
DYNLRB2	 4.631550e-01
DYNLT1	 3.556556e-01
DYNLT3	 3.714802e-01
DYRK1A	 5.366942e-02
DYRK1B	-4.443504e-02
DYRK2	-1.130304e-02
DYRK3	 3.265130e-01
DYRK4	 2.358293e-01
DYSF	 1.053395e-01
DYTN	-3.210136e-03
DZANK1	 4.569822e-01
DZIP1	 1.088271e-01
DZIP1L	 5.842760e-02
DZIP3	 2.145317e-01
E2F1	-7.049622e-02
E2F2	 2.569576e-01
E2F3	-2.191508e-01
E2F4	 2.713747e-01
E2F5	 2.323724e-01
E2F6	 1.798369e-01
E2F7	 4.512716e-01
E2F8	 3.206902e-02
E4F1	-1.074056e+00
EAF1	 2.539271e-01
EAF2	 3.355770e-01
EAPP	-6.777097e-01
EARS2	-3.181195e-01
EBAG9	 2.577191e-01
EBF1	 3.615269e-04
EBF2	-4.885135e-02
EBF3	 8.916375e-02
EBF4	 4.677903e-01
EBI3	-1.478235e-01
EBLN1	 1.259408e-01
EBLN2	-3.716471e-02
EBNA1BP2	-1.515472e+00
EBP	 2.347644e-01
EBPL	 5.454594e-01
ECD	-4.028886e+00
ECE1	 1.577481e-01
ECE2	 2.375110e-01
ECEL1	-6.865025e-02
ECH1	 3.476592e-01
ECHDC1	 1.425783e-01
ECHDC2	 4.152638e-01
ECHDC3	 3.082986e-01
ECHS1	 2.504877e-01
ECI1	 5.282512e-01
ECI2	 3.681891e-01
ECM1	 3.631309e-02
ECM2	-4.259662e-02
ECPAS	-1.884914e-01
ECRG4	 3.439235e-01
ECSCR	 1.730354e-01
ECSIT	-7.890051e-01
ECT2	-7.975904e-01
ECT2L	-2.253767e-02
EDA	 1.600824e-01
EDA2R	 1.728462e-01
EDAR	 4.638174e-01
EDARADD	 5.565168e-01
EDC3	 1.000171e-01
EDC4	 1.119955e-01
EDDM3A	 2.057826e-01
EDDM3B	 3.396072e-01
EDEM1	-6.303247e-02
EDEM2	 1.296680e-01
EDEM3	 1.651088e-01
EDF1	 2.856219e-01
EDIL3	 3.795941e-01
EDN1	 1.765198e-01
EDN2	-1.008833e-01
EDN3	 3.952019e-01
EDNRA	 4.437869e-01
EDNRB	-1.602235e-01
EDRF1	-2.121636e-01
EEA1	-3.081528e-02
EED	 4.712556e-01
EEF1A1	-2.411917e+00
EEF1A2	 2.037360e-01
EEF1AKMT1	 2.276347e-01
EEF1AKMT2	-2.026637e-01
EEF1AKMT3	-1.808451e-01
EEF1AKNMT	 3.897189e-01
EEF1B2	-1.527567e+00
EEF1D	 2.887918e-01
EEF1E1	 1.268320e-01
EEF1G	-1.202546e+00
EEF2	-2.840169e+00
EEF2K	 3.814538e-01
EEF2KMT	 5.104987e-01
EEFSEC	-3.442268e-01
EEPD1	 4.443511e-01
EFCAB1	 2.918862e-01
EFCAB10	 5.362132e-02
EFCAB11	 7.114517e-02
EFCAB12	 3.421168e-01
EFCAB13	 5.876863e-01
EFCAB14	 3.777571e-01
EFCAB2	 4.482462e-01
EFCAB3	 4.062423e-01
EFCAB5	 4.504313e-01
EFCAB6	 1.582946e-01
EFCAB7	 4.508994e-01
EFCAB9	 4.061580e-01
EFCC1	-3.111127e-01
EFEMP1	 4.224182e-01
EFEMP2	 5.455362e-02
EFHB	 1.353724e-01
EFHC1	 9.492809e-02
EFHC2	 2.178162e-02
EFHD1	-5.438833e-02
EFHD2	 2.562540e-01
EFL1	-1.435412e+00
EFNA1	 2.961410e-01
EFNA2	 1.515633e-01
EFNA3	-1.544415e-01
EFNA4	 4.878612e-01
EFNA5	 1.621509e-01
EFNB1	 3.174195e-01
EFNB2	 5.640967e-01
EFNB3	 3.325180e-01
EFR3A	-9.720474e-01
EFR3B	-1.075823e-03
EFS	 4.235589e-01
EFTUD2	-3.543876e+00
EGF	 1.254244e-01
EGFL6	 2.306589e-02
EGFL7	 3.058841e-01
EGFL8	 4.630896e-01
EGFLAM	 3.053156e-01
EGFR	-2.510614e-01
EGLN1	 2.762474e-01
EGLN2	 3.642463e-01
EGLN3	 3.135655e-01
EGR1	 2.745245e-01
EGR2	-2.289805e-02
EGR3	 1.899089e-01
EGR4	-2.361339e-01
EHBP1	 2.891360e-01
EHBP1L1	-1.186897e-01
EHD1	 2.833199e-01
EHD2	 2.501606e-02
EHD3	 4.334987e-01
EHD4	 5.936869e-01
EHF	 4.812479e-01
EHHADH	 5.290651e-02
EHMT1	-1.221940e-01
EHMT2	-5.832653e-03
EI24	 3.963070e-01
EID1	 3.344151e-01
EID2	 2.099126e-01
EID2B	 3.421138e-01
EID3	 4.363448e-01
EIF1	-1.235892e+00
EIF1AD	-1.394090e+00
EIF1AX	-3.899701e+00
EIF1AY	-6.787629e-01
EIF1B	 4.699314e-01
EIF2A	 5.384420e-02
EIF2AK1	 1.395549e-01
EIF2AK2	 2.242413e-01
EIF2AK3	 4.422183e-01
EIF2AK4	-8.321938e-03
EIF2B1	-5.050715e-01
EIF2B2	-2.982288e+00
EIF2B3	-3.122908e+00
EIF2B4	-3.247159e+00
EIF2B5	-3.233586e+00
EIF2D	 1.345672e-01
EIF2S1	-3.556312e+00
EIF2S2	-1.736036e+00
EIF2S3	-2.826012e+00
EIF3A	-2.764020e+00
EIF3B	-2.234736e+00
EIF3C	-1.605628e+00
EIF3CL	-3.410374e+00
EIF3D	-1.611297e+00
EIF3E	-6.638654e-01
EIF3F	-1.830285e+00
EIF3G	-2.990549e+00
EIF3H	-1.048093e+00
EIF3I	-2.873265e+00
EIF3J	-1.045747e+00
EIF3K	-4.231055e-01
EIF3L	 1.086774e-02
EIF3M	-8.886238e-01
EIF4A1	-1.211807e+00
EIF4A2	 4.208808e-01
EIF4A3	-3.796748e+00
EIF4B	-2.365247e-02
EIF4E	-2.269808e+00
EIF4E1B	 3.694953e-01
EIF4E2	-1.232271e-01
EIF4E3	 7.114237e-02
EIF4EBP1	-1.095761e-02
EIF4EBP2	 1.417669e-02
EIF4EBP3	-3.850863e-01
EIF4ENIF1	 3.177236e-01
EIF4G1	-2.697843e+00
EIF4G2	-6.017928e-01
EIF4G3	 3.406678e-01
EIF4H	 3.844841e-02
EIF5	-1.342919e+00
EIF5A	-2.417206e+00
EIF5A2	 2.699955e-01
EIF5AL1	-2.032436e+00
EIF5B	-1.041548e+00
EIF6	-1.798738e+00
EIPR1	-1.384242e-01
ELAC1	 2.036768e-01
ELAC2	-1.183997e+00
ELANE	 1.367908e-01
ELAVL1	-2.204386e-01
ELAVL2	-2.320797e-01
ELAVL3	 3.908861e-01
ELAVL4	 2.976538e-01
ELF1	-2.227189e-01
ELF2	-9.017876e-02
ELF3	 7.676390e-02
ELF4	 6.277427e-02
ELF5	 2.581158e-01
ELFN1	 2.533296e-01
ELFN2	 4.319229e-01
ELK1	 1.542773e-01
ELK3	 2.949037e-01
ELK4	 3.844180e-01
ELL	-3.105547e+00
ELL2	 2.939466e-01
ELL3	 2.942581e-01
ELMO1	-4.194859e-02
ELMO2	 1.991929e-01
ELMO3	 8.348886e-03
ELMOD1	 2.293588e-01
ELMOD2	 4.691340e-01
ELMOD3	-5.266790e-02
ELMSAN1	 2.199912e-02
ELN	 3.127512e-01
ELOA	 2.847435e-01
ELOA2	 1.512282e-01
ELOA3	-3.677776e-01
ELOA3D	 3.355924e-01
ELOB	-1.497841e+00
ELOC	-1.823883e+00
ELOF1	 1.779996e-01
ELOVL1	 7.891744e-02
ELOVL2	 5.596712e-02
ELOVL3	 1.268246e-02
ELOVL4	-1.566690e-01
ELOVL5	 1.177974e-01
ELOVL6	-2.161980e-02
ELOVL7	 3.625438e-01
ELP1	-6.270035e-01
ELP2	-8.692317e-01
ELP3	-1.643901e+00
ELP4	-1.195396e+00
ELP5	-7.537829e-01
ELP6	-7.048156e-01
ELSPBP1	 5.973636e-01
EMB	 3.275235e-01
EMC1	 1.289654e-01
EMC10	 1.674590e-01
EMC2	 4.717401e-01
EMC3	-3.067948e-01
EMC4	 4.222306e-02
EMC6	 5.549367e-01
EMC7	-3.509596e-01
EMC8	 7.969246e-02
EMC9	 2.001604e-01
EMCN	 2.787039e-01
EMD	 1.011709e-01
EME1	 6.617902e-02
EME2	 2.950750e-01
EMG1	-1.439041e+00
EMID1	 1.560420e-01
EMILIN1	 2.391585e-01
EMILIN2	 1.769739e-01
EMILIN3	 2.991826e-01
EML1	 1.519019e-01
EML2	-6.178486e-02
EML3	 1.083966e-01
EML4	 7.242132e-02
EML5	 3.927259e-02
EML6	 1.160632e-01
EMP1	 3.013851e-01
EMP2	 1.759286e-01
EMP3	 1.308346e-02
EMSY	-2.095750e-01
EMX1	 2.494079e-01
EMX2	 3.012596e-01
EN1	 2.681704e-01
EN2	 3.157203e-01
ENAH	 3.465159e-01
ENAM	-7.728020e-02
ENC1	 3.377796e-01
ENDOD1	 1.319189e-01
ENDOG	-2.463950e-01
ENDOU	 2.500259e-01
ENDOV	 3.130650e-01
ENG	 3.307427e-01
ENGASE	 2.046535e-01
ENHO	-2.423229e-01
ENKD1	 1.942321e-01
ENKUR	 1.108177e-01
ENO1	 2.201233e-01
ENO2	 1.551831e-01
ENO3	 5.149226e-01
ENO4	 2.712270e-01
ENOPH1	 4.144340e-01
ENOSF1	 1.309087e-01
ENOX1	 4.078687e-01
ENOX2	 1.328966e-01
ENPEP	 9.646457e-02
ENPP1	 3.128600e-01
ENPP2	-1.024806e-01
ENPP3	 2.126294e-01
ENPP4	 4.985310e-01
ENPP5	 2.799610e-01
ENPP6	 1.685765e-01
ENPP7	-5.205903e-01
ENSA	 2.942730e-01
ENTHD1	 1.724296e-01
ENTPD1	 3.056184e-01
ENTPD2	 1.664862e-01
ENTPD3	 3.065338e-01
ENTPD4	 2.086911e-01
ENTPD5	-5.280695e-02
ENTPD6	 1.611958e-01
ENTPD7	 1.449785e-01
ENTPD8	 9.940452e-03
ENTR1	 3.575984e-01
ENY2	-6.566922e-01
EOGT	-1.009353e-01
EOMES	 2.329138e-01
EP300	-2.514796e-01
EP400	-7.628035e-01
EPAS1	 3.210909e-01
EPB41	 5.134665e-01
EPB41L1	 1.519727e-01
EPB41L2	 4.177114e-01
EPB41L3	 1.204783e-01
EPB41L4A	 2.283410e-01
EPB41L4B	 4.702341e-01
EPB41L5	 2.286937e-01
EPB42	 3.289124e-01
EPC1	-1.825593e-02
EPC2	-1.032041e-01
EPCAM	 1.569437e-02
EPDR1	 2.361531e-01
EPG5	-1.533725e-01
EPGN	 1.287799e-01
EPHA1	-3.432046e-02
EPHA10	-8.320548e-02
EPHA2	 2.011566e-01
EPHA3	 1.329967e-01
EPHA4	 2.439013e-01
EPHA5	-6.612789e-02
EPHA6	 2.484296e-01
EPHA7	 2.270178e-01
EPHA8	 2.830689e-01
EPHB1	 1.784984e-01
EPHB2	 2.323205e-01
EPHB3	 1.328684e-01
EPHB4	 5.255067e-02
EPHB6	-4.807277e-02
EPHX1	 1.203607e-01
EPHX2	 1.326196e-01
EPHX3	 8.676398e-02
EPHX4	 1.620693e-01
EPM2A	 1.738223e-01
EPM2AIP1	-4.198545e-01
EPN1	 1.434014e-01
EPN2	 1.777723e-01
EPN3	 1.989568e-01
EPO	 4.288993e-01
EPOP	-1.085223e+00
EPOR	 3.358973e-01
EPPIN	 4.651488e-01
EPPK1	 3.765839e-01
EPRS1	-3.762188e+00
EPS15	 3.765554e-01
EPS15L1	 2.666792e-01
EPS8	-9.216038e-02
EPS8L1	 2.474428e-01
EPS8L2	 3.217635e-02
EPS8L3	-1.882604e-01
EPSTI1	 1.228170e-02
EPX	 4.186711e-01
EPYC	 2.298317e-01
EQTN	 1.644278e-01
ERAL1	-9.774458e-03
ERAP1	 1.501349e-01
ERAP2	 2.557965e-01
ERAS	 3.441519e-01
ERBB2	-4.183107e-01
ERBB3	-1.508228e-01
ERBB4	 1.328308e-01
ERBIN	 1.245800e-01
ERC1	-7.081981e-02
ERC2	 1.984836e-01
ERCC1	 2.238504e-02
ERCC2	-1.321813e+00
ERCC3	-2.086080e+00
ERCC4	 2.401134e-01
ERCC5	-1.720697e-01
ERCC6	 2.171183e-01
ERCC6L	-1.264276e+00
ERCC6L2	 7.491540e-02
ERCC8	 2.523328e-01
EREG	-2.291880e-02
ERF	 1.123000e-01
ERFE	 1.278143e-01
ERG	 8.892844e-02
ERG28	 6.744345e-01
ERGIC1	 2.135000e-01
ERGIC2	 3.539415e-01
ERGIC3	 1.468556e-01
ERH	-3.712106e+00
ERI1	 1.520819e-01
ERI2	 2.313470e-01
ERI3	 3.385010e-01
ERICH1	 2.240017e-01
ERICH2	 1.467357e-01
ERICH3	 1.843602e-01
ERICH4	-3.444101e-01
ERICH5	 3.033595e-01
ERICH6	 1.895490e-02
ERICH6B	-3.431941e-02
ERLEC1	 4.066330e-01
ERLIN1	 2.159431e-01
ERLIN2	-1.502436e-01
ERMAP	 1.237092e-01
ERMARD	 8.030620e-02
ERMN	 5.736228e-02
ERMP1	 1.809779e-01
ERN1	 4.566680e-01
ERN2	 4.841891e-01
ERO1A	 2.459429e-01
ERO1B	 3.582691e-01
ERP27	 3.408160e-01
ERP29	 1.653573e-01
ERP44	 4.835567e-01
ERRFI1	 4.636322e-01
ERV3-1	 3.198598e-02
ERVFRD-1	 5.932186e-01
ERVMER34-1	-1.983748e-02
ERVV-1	-9.164150e-02
ERVV-2	 1.883944e-01
ERVW-1	-6.300423e-01
ESAM	 1.555612e-01
ESCO1	 3.261612e-01
ESCO2	 6.227165e-02
ESD	 1.576525e-01
ESF1	 3.849920e-01
ESM1	 1.322542e-01
ESPL1	-2.754301e+00
ESPN	 3.136108e-01
ESPNL	-7.787517e-02
ESR1	 1.725378e-02
ESR2	-3.133010e-02
ESRP1	 3.930078e-02
ESRP2	-1.574960e-02
ESRRA	 2.689179e-01
ESRRB	 3.836383e-01
ESRRG	 2.515194e-01
ESS2	-2.608804e+00
ESX1	 1.417810e-01
ESYT1	 5.218127e-02
ESYT2	 2.692512e-01
ESYT3	 3.580185e-01
ETAA1	 5.204105e-01
ETF1	-2.915851e+00
ETFA	 4.054754e-01
ETFB	 1.113451e-01
ETFBKMT	 1.295946e-01
ETFDH	 3.330030e-01
ETFRF1	 2.756574e-01
ETHE1	 3.469259e-01
ETNK1	-3.952814e-01
ETNK2	 1.413623e-01
ETNPPL	 3.629155e-01
ETS1	 2.565087e-02
ETS2	-7.450041e-03
ETV1	 3.357438e-01
ETV2	 1.892886e-01
ETV3	 1.853708e-01
ETV3L	 1.805980e-01
ETV4	-9.017292e-02
ETV5	 1.059041e-01
ETV6	 6.153867e-02
ETV7	 3.426176e-01
EVA1A	-6.570695e-03
EVA1B	 3.909297e-01
EVA1C	-7.542976e-02
EVC	 1.789678e-01
EVC2	 1.312575e-02
EVI2A	 2.578213e-01
EVI2B	 4.546897e-01
EVI5	 1.611264e-01
EVI5L	 1.391338e-01
EVL	 5.163995e-01
EVPL	 1.613791e-01
EVPLL	 2.241963e-01
EVX1	 2.867081e-01
EVX2	 1.239487e-01
EWSR1	 7.915307e-02
EXD1	 3.267086e-01
EXD2	 2.852817e-01
EXD3	 3.227452e-01
EXO1	 1.835304e-01
EXO5	 5.455916e-01
EXOC1	-5.164952e-01
EXOC2	-2.897925e-01
EXOC3	-7.334862e-01
EXOC3L1	 1.390532e-01
EXOC3L2	 2.073736e-01
EXOC3L4	 1.810542e-01
EXOC4	-1.425303e-01
EXOC5	-6.989341e-01
EXOC6	-1.791952e-01
EXOC6B	 1.713710e-01
EXOC7	-1.886280e-01
EXOC8	-7.405649e-01
EXOG	 4.886715e-02
EXOSC1	-4.636481e-01
EXOSC10	-4.573209e-01
EXOSC2	-1.754824e+00
EXOSC3	-2.162283e+00
EXOSC4	-1.402867e+00
EXOSC5	-1.470598e+00
EXOSC6	-2.226625e+00
EXOSC7	-1.811410e+00
EXOSC8	-8.645989e-01
EXOSC9	-2.149271e+00
EXPH5	 2.363604e-01
EXT1	 1.616887e-01
EXT2	 2.855323e-01
EXTL1	 1.694378e-01
EXTL2	 7.918572e-02
EXTL3	-4.993647e-01
EYA1	 1.873783e-01
EYA2	 2.068693e-01
EYA3	 3.242745e-01
EYA4	 4.720986e-01
EYS	 2.619273e-01
EZH1	-2.304094e-01
EZH2	 2.001695e-01
EZHIP	 9.378671e-02
EZR	 4.656750e-01
F10	 8.976536e-02
F11	 1.357420e-01
F11R	 1.320740e-01
F12	 5.433628e-02
F13A1	 2.274422e-01
F13B	 9.291813e-02
F2	 4.777853e-01
F2R	 2.084085e-01
F2RL1	 2.672469e-01
F2RL2	 4.455676e-01
F2RL3	 2.657144e-01
F3	 4.041950e-01
F5	 2.567647e-01
F7	-3.032005e-01
F8	 3.149126e-01
F8A1	-3.839527e-01
F8A2	-2.753059e-01
F8A3	-5.884288e-01
F9	-6.650944e-04
FA2H	 5.376474e-01
FAAH	 1.420738e-01
FAAH2	 1.467282e-01
FAAP100	-4.911139e-02
FAAP20	 2.448972e-01
FAAP24	-4.887485e-02
FABP1	 3.161673e-01
FABP12	 2.303631e-01
FABP2	 4.164805e-01
FABP3	 2.773023e-01
FABP4	 4.445080e-01
FABP5	 3.539948e-01
FABP6	 2.150661e-01
FABP7	 3.646056e-01
FABP9	 4.051426e-01
FADD	 1.864324e-03
FADS1	 1.259183e-01
FADS2	 2.191470e-01
FADS3	 1.847374e-01
FADS6	 1.651593e-01
FAF1	-7.936747e-02
FAF2	-5.296302e-02
FAH	 1.449648e-01
FAHD1	 2.227610e-01
FAHD2A	 6.909951e-01
FAHD2B	 2.186945e-01
FAIM	 3.773489e-01
FAIM2	 1.170208e-01
FAM102A	-5.713458e-02
FAM102B	 4.156685e-01
FAM104A	 3.734333e-01
FAM104B	 3.802034e-01
FAM106A	-9.925021e-01
FAM107A	-7.037038e-02
FAM107B	 5.766154e-02
FAM110A	-8.850382e-02
FAM110B	 1.244898e-01
FAM110C	-6.543715e-02
FAM110D	 2.865059e-04
FAM111A	 3.097325e-01
FAM111B	 2.295363e-02
FAM114A1	 2.685520e-01
FAM114A2	 4.816985e-02
FAM117A	 3.329806e-01
FAM117B	-3.679556e-01
FAM118A	 3.654255e-01
FAM118B	 1.328377e-01
FAM120A	 1.042356e-01
FAM120AOS	 2.999254e-01
FAM120B	 2.524479e-01
FAM120C	 2.208513e-01
FAM122A	 2.281098e-01
FAM122B	 2.050581e-01
FAM122C	 2.549403e-01
FAM124A	 8.388739e-02
FAM124B	 1.258877e-02
FAM126A	 8.128286e-02
FAM126B	-5.875908e-01
FAM131A	 3.583940e-01
FAM131B	 1.952124e-01
FAM131C	 4.515109e-01
